GAME ID,DATE TIME,TIME,Location,Home Team,Road Team,Home Score,Road Score,Result,Home Team Logo,Road Team Logo
286,11/25/2018,3:30 PM,Staples Center,Los Angeles Lakers,Orlando Magic,104,108,104 - 108,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
287,11/25/2018,4:00 PM,Little Caesars Arena,Detroit Pistons,Phoenix Suns,118,107,118 - 107,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
288,11/25/2018,6:00 PM,State Farm Arena,Atlanta Hawks,Charlotte Hornets,124,123,124 - 123,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
289,11/25/2018,6:00 PM,Barclays Center,Brooklyn Nets,Philadelphia 76ers,125,127,125 - 127,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
290,11/25/2018,6:00 PM,Scotiabank Arena,Toronto Raptors,Miami Heat,125,115,125 - 115,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
291,11/25/2018,6:00 PM,FedExForum,Memphis Grizzlies,New York Knicks,98,103,98 - 103,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
292,11/25/2018,8:00 PM,Golden 1 Center,Sacramento Kings,Utah Jazz,112,133,112 - 133,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
293,11/25/2018,9:00 PM,Moda Center,Portland Trail Blazers,LA Clippers,100,104,100 - 104,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
294,11/26/2018,7:00 PM,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,110,107,110 - 107,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
295,11/26/2018,7:00 PM,Quicken Loans Arena,Cleveland Cavaliers,Minnesota Timberwolves,95,102,95 - 102,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
296,11/26/2018,7:00 PM,Capital One Arena,Washington Wizards,Houston Rockets,135,131,135 - 131,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
297,11/26/2018,8:00 PM,United Center,Chicago Bulls,San Antonio Spurs,107,108,107 - 108,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
298,11/26/2018,8:00 PM,Smoothie King Center,New Orleans Pelicans,Boston Celtics,107,124,107 - 124,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
299,11/26/2018,9:00 PM,Vivint Smart Home Arena,Utah Jazz,Indiana Pacers,88,121,88 - 121,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
300,11/26/2018,10:30 PM,ORACLE Arena,Golden State Warriors,Orlando Magic,116,110,116 - 110,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
301,11/27/2018,7:00 PM,Little Caesars Arena,Detroit Pistons,New York Knicks,115,108,115 - 108,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
302,11/27/2018,7:30 PM,AmericanAirlines Arena,Miami Heat,Atlanta Hawks,113,115,113 - 115,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
303,11/27/2018,8:00 PM,FedExForum,Memphis Grizzlies,Toronto Raptors,114,122,114 - 122,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg
304,11/27/2018,9:00 PM,Pepsi Center,Denver Nuggets,Los Angeles Lakers,117,85,117 - 85,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
305,11/27/2018,9:00 PM,Talking Stick Resort Arena,Phoenix Suns,Indiana Pacers,104,109,104 - 109,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
306,11/28/2018,7:00 PM,Spectrum Center,Charlotte Hornets,Atlanta Hawks,108,94,108 - 94,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
307,11/28/2018,7:00 PM,Wells Fargo Center,Philadelphia 76ers,New York Knicks,117,91,117 - 91,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
308,11/28/2018,7:30 PM,Barclays Center,Brooklyn Nets,Utah Jazz,91,101,91 - 101,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
309,11/28/2018,8:00 PM,Toyota Center,Houston Rockets,Dallas Mavericks,108,128,108 - 128,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
310,11/28/2018,8:00 PM,Fiserv Forum,Milwaukee Bucks,Chicago Bulls,116,113,116 - 113,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
311,11/28/2018,8:00 PM,Target Center,Minnesota Timberwolves,San Antonio Spurs,128,89,128 - 89,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
312,11/28/2018,8:00 PM,Smoothie King Center,New Orleans Pelicans,Washington Wizards,125,104,125 - 104,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
313,11/28/2018,8:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,Cleveland Cavaliers,100,83,100 - 83,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
314,11/28/2018,10:00 PM,Moda Center,Portland Trail Blazers,Orlando Magic,115,112,115 - 112,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
315,11/28/2018,10:30 PM,Staples Center,LA Clippers,Phoenix Suns,115,99,115 - 99,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
316,11/29/2018,8:00 PM,Scotiabank Arena,Toronto Raptors,Golden State Warriors,131,128,131 - 128,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
317,11/29/2018,10:30 PM,Staples Center,Los Angeles Lakers,Indiana Pacers,104,96,104 - 96,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
318,11/29/2018,10:30 PM,Golden 1 Center,Sacramento Kings,LA Clippers,121,133,121 - 133,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
319,11/30/2018,7:00 PM,TD Garden,Boston Celtics,Cleveland Cavaliers,128,95,128 - 95,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
320,11/30/2018,7:00 PM,Spectrum Center,Charlotte Hornets,Utah Jazz,111,119,111 - 119,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
321,11/30/2018,7:00 PM,Little Caesars Arena,Detroit Pistons,Chicago Bulls,107,88,107 - 88,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
322,11/30/2018,7:00 PM,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,123,98,123 - 98,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
323,11/30/2018,7:30 PM,Barclays Center,Brooklyn Nets,Memphis Grizzlies,125,131,125 - 131,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
324,11/30/2018,8:00 PM,AmericanAirlines Arena,Miami Heat,New Orleans Pelicans,106,101,106 - 101,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
325,11/30/2018,8:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,Atlanta Hawks,124,109,124 - 109,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
326,11/30/2018,8:00 PM,AT+ACY-T Center,San Antonio Spurs,Houston Rockets,105,136,105 - 136,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
327,11/30/2018,9:00 PM,Talking Stick Resort Arena,Phoenix Suns,Orlando Magic,85,99,85 - 99,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
328,11/30/2018,10:30 PM,Staples Center,Los Angeles Lakers,Dallas Mavericks,114,103,114 - 103,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
329,11/30/2018,10:30 PM,Moda Center,Portland Trail Blazers,Denver Nuggets,112,113,112 - 113,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
330,12/1/2018,5:00 PM,Madison Square Garden,New York Knicks,Milwaukee Bucks,136,134,136 - 134,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
331,12/1/2018,7:00 PM,Little Caesars Arena,Detroit Pistons,Golden State Warriors,111,102,111 - 102,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
332,12/1/2018,7:00 PM,Capital One Arena,Washington Wizards,Brooklyn Nets,102,88,102 - 88,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
333,12/1/2018,8:00 PM,Quicken Loans Arena,Cleveland Cavaliers,Toronto Raptors,95,106,95 - 106,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg
334,12/1/2018,8:00 PM,Toyota Center,Houston Rockets,Chicago Bulls,121,105,121 - 105,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
335,12/1/2018,8:00 PM,Target Center,Minnesota Timberwolves,Boston Celtics,109,118,109 - 118,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
336,12/1/2018,10:00 PM,Golden 1 Center,Sacramento Kings,Indiana Pacers,111,110,111 - 110,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
337,12/2/2018,3:30 PM,Staples Center,Los Angeles Lakers,Phoenix Suns,120,96,120 - 96,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
338,12/2/2018,5:00 PM,Spectrum Center,Charlotte Hornets,New Orleans Pelicans,109,119,109 - 119,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
339,12/2/2018,6:00 PM,AmericanAirlines Arena,Miami Heat,Utah Jazz,102,100,102 - 100,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
340,12/2/2018,6:00 PM,Wells Fargo Center,Philadelphia 76ers,Memphis Grizzlies,103,95,103 - 95,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
341,12/2/2018,7:00 PM,American Airlines Center,Dallas Mavericks,LA Clippers,114,110,114 - 110,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
342,12/2/2018,7:00 PM,AT+ACY-T Center,San Antonio Spurs,Portland Trail Blazers,131,118,131 - 118,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
343,12/3/2018,7:00 PM,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,83,110,83 - 110,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
344,12/3/2018,7:30 PM,State Farm Arena,Atlanta Hawks,Golden State Warriors,111,128,111 - 128,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
345,12/3/2018,7:30 PM,Barclays Center,Brooklyn Nets,Cleveland Cavaliers,97,99,97 - 99,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
346,12/3/2018,7:30 PM,Madison Square Garden,New York Knicks,Washington Wizards,107,110,107 - 110,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
347,12/3/2018,7:30 PM,Scotiabank Arena,Toronto Raptors,Denver Nuggets,103,106,103 - 106,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
348,12/3/2018,8:00 PM,Target Center,Minnesota Timberwolves,Houston Rockets,103,91,103 - 91,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
349,12/3/2018,8:00 PM,Smoothie King Center,New Orleans Pelicans,LA Clippers,126,129,126 - 129,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
350,12/4/2018,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Chicago Bulls,96,90,96 - 90,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
351,12/4/2018,7:30 PM,AmericanAirlines Arena,Miami Heat,Orlando Magic,90,105,90 - 105,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
352,12/4/2018,8:30 PM,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,111,102,111 - 102,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
353,12/4/2018,9:00 PM,Talking Stick Resort Arena,Phoenix Suns,Sacramento Kings,105,122,105 - 122,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
354,12/4/2018,9:00 PM,Vivint Smart Home Arena,Utah Jazz,San Antonio Spurs,139,105,139 - 105,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
355,12/5/2018,7:00 PM,Quicken Loans Arena,Cleveland Cavaliers,Golden State Warriors,105,129,105 - 129,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
356,12/5/2018,7:00 PM,Amway Center,Orlando Magic,Denver Nuggets,118,124,118 - 124,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
357,12/5/2018,7:30 PM,State Farm Arena,Atlanta Hawks,Washington Wizards,117,131,117 - 131,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
358,12/5/2018,7:30 PM,Barclays Center,Brooklyn Nets,Oklahoma City Thunder,112,114,112 - 114,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
359,12/5/2018,8:00 PM,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,113,102,113 - 102,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
360,12/5/2018,8:00 PM,FedExForum,Memphis Grizzlies,LA Clippers,96,86,96 - 86,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
361,12/5/2018,8:00 PM,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,115,92,115 - 92,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
362,12/5/2018,8:00 PM,Target Center,Minnesota Timberwolves,Charlotte Hornets,121,104,121 - 104,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
363,12/5/2018,8:00 PM,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,132,106,132 - 106,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
364,12/5/2018,10:30 PM,Staples Center,Los Angeles Lakers,San Antonio Spurs,121,113,121 - 113,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
365,12/6/2018,8:00 PM,TD Garden,Boston Celtics,New York Knicks,128,100,128 - 100,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
366,12/6/2018,10:00 PM,Moda Center,Portland Trail Blazers,Phoenix Suns,108,86,108 - 86,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
367,12/6/2018,10:30 PM,Vivint Smart Home Arena,Utah Jazz,Houston Rockets,118,91,118 - 91,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
368,12/7/2018,7:00 PM,Spectrum Center,Charlotte Hornets,Denver Nuggets,113,107,113 - 107,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
369,12/7/2018,7:00 PM,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,111,117,111 - 117,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
370,12/7/2018,7:00 PM,Amway Center,Orlando Magic,Indiana Pacers,90,112,90 - 112,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
371,12/7/2018,7:30 PM,Barclays Center,Brooklyn Nets,Toronto Raptors,106,105,106 - 105,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg
372,12/7/2018,7:30 PM,Quicken Loans Arena,Cleveland Cavaliers,Sacramento Kings,110,129,110 - 129,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
373,12/7/2018,8:00 PM,United Center,Chicago Bulls,Oklahoma City Thunder,114,112,114 - 112,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
374,12/7/2018,8:00 PM,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,103,107,103 - 107,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
375,12/7/2018,8:30 PM,AT+ACY-T Center,San Antonio Spurs,Los Angeles Lakers,133,120,133 - 120,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
376,12/7/2018,9:00 PM,Talking Stick Resort Arena,Phoenix Suns,Miami Heat,98,115,98 - 115,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
377,12/7/2018,9:30 PM,Fiserv Forum,Milwaukee Bucks,Golden State Warriors,95,105,95 - 105,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
378,12/8/2018,6:00 PM,American Airlines Center,Dallas Mavericks,Houston Rockets,107,104,107 - 104,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
379,12/8/2018,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Sacramento Kings,107,97,107 - 97,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
380,12/8/2018,7:30 PM,State Farm Arena,Atlanta Hawks,Denver Nuggets,106,98,106 - 98,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
381,12/8/2018,7:30 PM,Quicken Loans Arena,Cleveland Cavaliers,Washington Wizards,116,101,116 - 101,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
382,12/8/2018,7:30 PM,Madison Square Garden,New York Knicks,Brooklyn Nets,104,112,104 - 112,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
383,12/8/2018,8:00 PM,United Center,Chicago Bulls,Boston Celtics,77,133,77 - 133,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
384,12/8/2018,8:00 PM,FedExForum,Memphis Grizzlies,Los Angeles Lakers,88,111,88 - 111,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
385,12/8/2018,10:00 PM,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,113,105,113 - 105,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
386,12/8/2018,10:30 PM,Staples Center,LA Clippers,Miami Heat,98,121,98 - 121,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
387,12/9/2018,3:30 PM,Little Caesars Arena,Detroit Pistons,New Orleans Pelicans,108,116,108 - 116,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
388,12/9/2018,6:00 PM,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,99,104,99 - 104,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
389,12/9/2018,7:00 PM,AT+ACY-T Center,San Antonio Spurs,Utah Jazz,110,97,110 - 97,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
390,12/9/2018,7:30 PM,Madison Square Garden,New York Knicks,Charlotte Hornets,107,119,107 - 119,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
391,12/10/2018,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Washington Wizards,109,101,109 - 101,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
392,12/10/2018,7:00 PM,Wells Fargo Center,Philadelphia 76ers,Detroit Pistons,116,102,116 - 102,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
393,12/10/2018,7:30 PM,TD Garden,Boston Celtics,New Orleans Pelicans,113,100,113 - 100,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
394,12/10/2018,8:00 PM,United Center,Chicago Bulls,Sacramento Kings,89,108,89 - 108,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
395,12/10/2018,8:00 PM,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,108,92,108 - 92,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
396,12/10/2018,8:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,Utah Jazz,122,113,122 - 113,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
397,12/10/2018,8:30 PM,American Airlines Center,Dallas Mavericks,Orlando Magic,101,76,101 - 76,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
398,12/10/2018,9:00 PM,Pepsi Center,Denver Nuggets,Memphis Grizzlies,105,99,105 - 99,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
399,12/10/2018,9:00 PM,Talking Stick Resort Arena,Phoenix Suns,LA Clippers,119,123,119 - 123,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
400,12/10/2018,10:30 PM,ORACLE Arena,Golden State Warriors,Minnesota Timberwolves,116,108,116 - 108,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
401,12/10/2018,10:30 PM,Staples Center,Los Angeles Lakers,Miami Heat,108,105,108 - 105,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
402,12/11/2018,8:00 PM,Toyota Center,Houston Rockets,Portland Trail Blazers,111,103,111 - 103,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
403,12/11/2018,8:30 PM,AT+ACY-T Center,San Antonio Spurs,Phoenix Suns,111,86,111 - 86,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
404,12/11/2018,10:30 PM,Staples Center,LA Clippers,Toronto Raptors,99,123,99 - 123,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg
405,12/12/2018,7:00 PM,Spectrum Center,Charlotte Hornets,Detroit Pistons,108,107,108 - 107,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
406,12/12/2018,7:00 PM,Quicken Loans Arena,Cleveland Cavaliers,New York Knicks,113,106,113 - 106,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
407,12/12/2018,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Milwaukee Bucks,113,97,113 - 97,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
