GAME ID,DATE TIME,TIME,Location,Home Team,Road Team,Home Score,Road Score,Result,Home Team Logo,Road Team Logo
1,10/16/2018,8:00 PM,TD Garden,Boston Celtics,Philadelphia 76ers,105,87,105 - 87,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
2,10/16/2018,10:30 PM,ORACLE Arena,Golden State Warriors,Oklahoma City Thunder,108,100,108 - 100,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
3,10/17/2018,7:00 PM,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,112,113,112 - 113,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
4,10/17/2018,7:00 PM,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,103,100,103 - 100,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
5,10/17/2018,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Memphis Grizzlies,111,83,111 - 83,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
6,10/17/2018,7:00 PM,Amway Center,Orlando Magic,Miami Heat,104,101,104 - 101,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
7,10/17/2018,7:30 PM,Madison Square Garden,New York Knicks,Atlanta Hawks,126,107,126 - 107,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
8,10/17/2018,7:30 PM,Scotiabank Arena,Toronto Raptors,Cleveland Cavaliers,116,104,116 - 104,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
9,10/17/2018,8:00 PM,Toyota Center,Houston Rockets,New Orleans Pelicans,112,131,112 - 131,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
10,10/17/2018,8:30 PM,AT+ACY-T Center,San Antonio Spurs,Minnesota Timberwolves,112,108,112 - 108,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
11,10/17/2018,10:00 PM,Golden 1 Center,Sacramento Kings,Utah Jazz,117,123,117 - 123,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
12,10/17/2018,10:30 PM,Staples Center,LA Clippers,Denver Nuggets,98,107,98 - 107,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
13,10/17/2018,10:30 PM,Talking Stick Resort Arena,Phoenix Suns,Dallas Mavericks,121,100,121 - 100,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
14,10/18/2018,8:00 PM,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,127,108,127 - 108,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
15,10/18/2018,8:00 PM,Capital One Arena,Washington Wizards,Miami Heat,112,113,112 - 113,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
16,10/18/2018,10:30 PM,Moda Center,Portland Trail Blazers,Los Angeles Lakers,128,119,128 - 119,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
17,10/19/2018,7:00 PM,Amway Center,Orlando Magic,Charlotte Hornets,88,120,88 - 120,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
18,10/19/2018,7:30 PM,Barclays Center,Brooklyn Nets,New York Knicks,107,105,107 - 105,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
19,10/19/2018,8:00 PM,Scotiabank Arena,Toronto Raptors,Boston Celtics,113,101,113 - 101,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
20,10/19/2018,8:00 PM,FedExForum,Memphis Grizzlies,Atlanta Hawks,131,117,131 - 117,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
21,10/19/2018,8:00 PM,Target Center,Minnesota Timberwolves,Cleveland Cavaliers,131,123,131 - 123,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
22,10/19/2018,8:00 PM,Smoothie King Center,New Orleans Pelicans,Sacramento Kings,149,129,149 - 129,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
23,10/19/2018,8:30 PM,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,118,101,118 - 101,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
24,10/19/2018,10:30 PM,Vivint Smart Home Arena,Utah Jazz,Golden State Warriors,123,124,123 - 124,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
25,10/19/2018,10:30 PM,Staples Center,LA Clippers,Oklahoma City Thunder,108,92,108 - 92,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
26,10/20/2018,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Brooklyn Nets,132,112,132 - 112,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
27,10/20/2018,7:00 PM,Capital One Arena,Washington Wizards,Toronto Raptors,113,117,113 - 117,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg
28,10/20/2018,7:30 PM,Madison Square Garden,New York Knicks,Boston Celtics,101,103,101 - 103,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
29,10/20/2018,7:30 PM,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,116,115,116 - 115,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
30,10/20/2018,8:00 PM,AmericanAirlines Arena,Miami Heat,Charlotte Hornets,112,113,112 - 113,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
31,10/20/2018,8:00 PM,United Center,Chicago Bulls,Detroit Pistons,116,118,116 - 118,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
32,10/20/2018,8:30 PM,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,140,136,140 - 136,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
33,10/20/2018,9:00 PM,Pepsi Center,Denver Nuggets,Phoenix Suns,119,91,119 - 91,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
34,10/20/2018,10:00 PM,Moda Center,Portland Trail Blazers,San Antonio Spurs,121,108,121 - 108,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
35,10/20/2018,10:30 PM,Staples Center,Los Angeles Lakers,Houston Rockets,115,124,115 - 124,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
36,10/21/2018,6:00 PM,Quicken Loans Arena,Cleveland Cavaliers,Atlanta Hawks,111,133,111 - 133,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
37,10/21/2018,7:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,Sacramento Kings,120,131,120 - 131,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
38,10/21/2018,8:00 PM,Pepsi Center,Denver Nuggets,Golden State Warriors,100,98,100 - 98,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
39,10/21/2018,9:00 PM,Staples Center,LA Clippers,Houston Rockets,115,112,115 - 112,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
40,10/22/2018,7:30 PM,TD Garden,Boston Celtics,Orlando Magic,90,93,90 - 93,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
41,10/22/2018,7:30 PM,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,127,106,127 - 106,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
42,10/22/2018,8:00 PM,Fiserv Forum,Milwaukee Bucks,New York Knicks,124,113,124 - 113,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
43,10/22/2018,8:00 PM,Target Center,Minnesota Timberwolves,Indiana Pacers,101,91,101 - 91,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
44,10/22/2018,8:30 PM,American Airlines Center,Dallas Mavericks,Chicago Bulls,115,109,115 - 109,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
45,10/22/2018,9:00 PM,Vivint Smart Home Arena,Utah Jazz,Memphis Grizzlies,84,92,84 - 92,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
46,10/22/2018,10:00 PM,Moda Center,Portland Trail Blazers,Washington Wizards,124,125,124 - 125,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
47,10/22/2018,10:30 PM,ORACLE Arena,Golden State Warriors,Phoenix Suns,123,103,123 - 103,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
48,10/22/2018,10:30 PM,Staples Center,Los Angeles Lakers,San Antonio Spurs,142,143,142 - 143,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
49,10/23/2018,7:00 PM,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,133,132,133 - 132,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
50,10/23/2018,8:00 PM,Smoothie King Center,New Orleans Pelicans,LA Clippers,116,109,116 - 109,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
51,10/23/2018,9:00 PM,Pepsi Center,Denver Nuggets,Sacramento Kings,126,112,126 - 112,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
52,10/24/2018,7:00 PM,State Farm Arena,Atlanta Hawks,Dallas Mavericks,111,104,111 - 104,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
53,10/24/2018,7:00 PM,Quicken Loans Arena,Cleveland Cavaliers,Brooklyn Nets,86,102,86 - 102,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
54,10/24/2018,7:30 PM,AmericanAirlines Arena,Miami Heat,New York Knicks,110,87,110 - 87,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
55,10/24/2018,7:30 PM,Scotiabank Arena,Toronto Raptors,Minnesota Timberwolves,112,105,112 - 105,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg
56,10/24/2018,8:00 PM,United Center,Chicago Bulls,Charlotte Hornets,112,110,112 - 110,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
57,10/24/2018,8:00 PM,Toyota Center,Houston Rockets,Utah Jazz,89,100,89 - 100,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
58,10/24/2018,8:30 PM,AT+ACY-T Center,San Antonio Spurs,Indiana Pacers,96,116,96 - 116,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
59,10/24/2018,9:30 PM,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,123,108,123 - 108,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
60,10/24/2018,10:00 PM,Talking Stick Resort Arena,Phoenix Suns,Los Angeles Lakers,113,131,113 - 131,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
61,10/24/2018,10:00 PM,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,97,92,97 - 92,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
62,10/24/2018,10:30 PM,ORACLE Arena,Golden State Warriors,Washington Wizards,144,122,144 - 122,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
63,10/25/2018,7:00 PM,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,110,103,110 - 103,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg
64,10/25/2018,7:00 PM,Amway Center,Orlando Magic,Portland Trail Blazers,114,128,114 - 128,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
65,10/25/2018,8:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,Boston Celtics,95,101,95 - 101,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
66,10/25/2018,10:30 PM,Staples Center,Los Angeles Lakers,Denver Nuggets,121,114,121 - 114,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
67,10/26/2018,7:00 PM,Spectrum Center,Charlotte Hornets,Chicago Bulls,135,106,135 - 106,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
68,10/26/2018,7:30 PM,Madison Square Garden,New York Knicks,Golden State Warriors,100,128,100 - 128,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
69,10/26/2018,7:30 PM,Scotiabank Arena,Toronto Raptors,Dallas Mavericks,116,107,116 - 107,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
70,10/26/2018,8:00 PM,Toyota Center,Houston Rockets,LA Clippers,113,133,113 - 133,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
71,10/26/2018,8:00 PM,Target Center,Minnesota Timberwolves,Milwaukee Bucks,95,125,95 - 125,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
72,10/26/2018,8:00 PM,Smoothie King Center,New Orleans Pelicans,Brooklyn Nets,117,115,117 - 115,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
73,10/26/2018,10:00 PM,Golden 1 Center,Sacramento Kings,Washington Wizards,116,112,116 - 112,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
74,10/27/2018,7:00 PM,Little Caesars Arena,Detroit Pistons,Boston Celtics,89,109,89 - 109,https://www.nba.com/assets/logos/teams/primary/web/DET.svg,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg
75,10/27/2018,7:00 PM,Smoothie King Center,New Orleans Pelicans,Utah Jazz,111,132,111 - 132,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
76,10/27/2018,7:30 PM,State Farm Arena,Atlanta Hawks,Chicago Bulls,85,97,85 - 97,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg
77,10/27/2018,7:30 PM,Quicken Loans Arena,Cleveland Cavaliers,Indiana Pacers,107,119,107 - 119,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
78,10/27/2018,7:30 PM,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,105,103,105 - 103,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg
79,10/27/2018,8:00 PM,AmericanAirlines Arena,Miami Heat,Portland Trail Blazers,120,111,120 - 111,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
80,10/27/2018,8:00 PM,FedExForum,Memphis Grizzlies,Phoenix Suns,117,96,117 - 96,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
81,10/27/2018,8:30 PM,Fiserv Forum,Milwaukee Bucks,Orlando Magic,113,91,113 - 91,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg
82,10/27/2018,8:30 PM,AT+ACY-T Center,San Antonio Spurs,Los Angeles Lakers,110,106,110 - 106,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
83,10/28/2018,5:00 PM,Barclays Center,Brooklyn Nets,Golden State Warriors,114,120,114 - 120,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
84,10/28/2018,7:00 PM,American Airlines Center,Dallas Mavericks,Utah Jazz,104,113,104 - 113,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
85,10/28/2018,7:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,Phoenix Suns,117,110,117 - 110,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg
86,10/28/2018,9:30 PM,Staples Center,LA Clippers,Washington Wizards,136,104,136 - 104,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
87,10/29/2018,7:00 PM,Bankers Life Fieldhouse,Indiana Pacers,Portland Trail Blazers,93,103,93 - 103,https://www.nba.com/assets/logos/teams/primary/web/IND.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
88,10/29/2018,7:00 PM,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,113,92,113 - 92,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
89,10/29/2018,7:30 PM,AmericanAirlines Arena,Miami Heat,Sacramento Kings,113,123,113 - 123,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
90,10/29/2018,7:30 PM,Madison Square Garden,New York Knicks,Brooklyn Nets,115,96,115 - 96,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg
91,10/29/2018,8:00 PM,United Center,Chicago Bulls,Golden State Warriors,124,149,124 - 149,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg
92,10/29/2018,8:00 PM,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,124,109,124 - 109,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg
93,10/29/2018,8:00 PM,Target Center,Minnesota Timberwolves,Los Angeles Lakers,124,120,124 - 120,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg
94,10/29/2018,8:30 PM,AT+ACY-T Center,San Antonio Spurs,Dallas Mavericks,113,108,113 - 108,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
95,10/29/2018,9:00 PM,Pepsi Center,Denver Nuggets,New Orleans Pelicans,116,111,116 - 111,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
96,10/30/2018,7:00 PM,Spectrum Center,Charlotte Hornets,Miami Heat,125,113,125 - 113,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/MIA.svg
97,10/30/2018,7:00 PM,Quicken Loans Arena,Cleveland Cavaliers,Atlanta Hawks,136,114,136 - 114,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg
98,10/30/2018,7:00 PM,Amway Center,Orlando Magic,Sacramento Kings,99,107,99 - 107,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
99,10/30/2018,7:30 PM,TD Garden,Boston Celtics,Detroit Pistons,108,105,108 - 105,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
100,10/30/2018,7:30 PM,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,129,112,129 - 112,https://www.nba.com/assets/logos/teams/primary/web/TOR.svg,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg
101,10/30/2018,8:00 PM,Toyota Center,Houston Rockets,Portland Trail Blazers,85,104,85 - 104,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg,https://www.nba.com/assets/logos/teams/primary/web/POR.svg
102,10/30/2018,8:00 PM,FedExForum,Memphis Grizzlies,Washington Wizards,107,95,107 - 95,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg
103,10/30/2018,8:00 PM,Chesapeake Energy Arena,Oklahoma City Thunder,LA Clippers,128,110,128 - 110,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
104,10/31/2018,7:30 PM,Barclays Center,Brooklyn Nets,Detroit Pistons,120,119,120 - 119,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/DET.svg
105,10/31/2018,8:00 PM,Madison Square Garden,New York Knicks,Indiana Pacers,101,107,101 - 107,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
106,10/31/2018,8:00 PM,United Center,Chicago Bulls,Denver Nuggets,107,108,107 - 108,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
107,10/31/2018,8:00 PM,Target Center,Minnesota Timberwolves,Utah Jazz,128,125,128 - 125,https://www.nba.com/assets/logos/teams/primary/web/MIN.svg,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg
108,10/31/2018,10:30 PM,ORACLE Arena,Golden State Warriors,New Orleans Pelicans,131,121,131 - 121,https://www.nba.com/assets/logos/teams/primary/web/GSW.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
109,10/31/2018,10:30 PM,Staples Center,Los Angeles Lakers,Dallas Mavericks,114,113,114 - 113,https://www.nba.com/assets/logos/teams/primary/web/LAL.svg,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg
110,10/31/2018,10:30 PM,Talking Stick Resort Arena,Phoenix Suns,San Antonio Spurs,90,120,90 - 120,https://www.nba.com/assets/logos/teams/primary/web/PHX.svg,https://www.nba.com/assets/logos/teams/primary/web/SAS.svg
111,11/1/2018,7:00 PM,Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,107,111,107 - 111,https://www.nba.com/assets/logos/teams/primary/web/CHA.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
112,11/1/2018,7:00 PM,Quicken Loans Arena,Cleveland Cavaliers,Denver Nuggets,91,110,91 - 110,https://www.nba.com/assets/logos/teams/primary/web/CLE.svg,https://www.nba.com/assets/logos/teams/primary/web/DEN.svg
113,11/1/2018,7:00 PM,Wells Fargo Center,Philadelphia 76ers,LA Clippers,122,113,122 - 113,https://www.nba.com/assets/logos/teams/primary/web/PHI.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
114,11/1/2018,7:30 PM,State Farm Arena,Atlanta Hawks,Sacramento Kings,115,146,115 - 146,https://www.nba.com/assets/logos/teams/primary/web/ATL.svg,https://www.nba.com/assets/logos/teams/primary/web/SAC.svg
115,11/1/2018,8:00 PM,TD Garden,Boston Celtics,Milwaukee Bucks,117,113,117 - 113,https://www.nba.com/assets/logos/teams/primary/web/BOS.svg,https://www.nba.com/assets/logos/teams/primary/web/MIL.svg
116,11/1/2018,10:30 PM,Moda Center,Portland Trail Blazers,New Orleans Pelicans,132,119,132 - 119,https://www.nba.com/assets/logos/teams/primary/web/POR.svg,https://www.nba.com/assets/logos/teams/primary/web/NOP.svg
117,11/2/2018,7:00 PM,Amway Center,Orlando Magic,LA Clippers,95,120,95 - 120,https://www.nba.com/assets/logos/teams/primary/web/ORL.svg,https://www.nba.com/assets/logos/teams/primary/web/LAC.svg
118,11/2/2018,7:30 PM,Barclays Center,Brooklyn Nets,Houston Rockets,111,119,111 - 119,https://www.nba.com/assets/logos/teams/primary/web/BKN.svg,https://www.nba.com/assets/logos/teams/primary/web/HOU.svg
119,11/2/2018,8:00 PM,Capital One Arena,Washington Wizards,Oklahoma City Thunder,111,134,111 - 134,https://www.nba.com/assets/logos/teams/primary/web/WAS.svg,https://www.nba.com/assets/logos/teams/primary/web/OKC.svg
120,11/2/2018,8:00 PM,United Center,Chicago Bulls,Indiana Pacers,105,107,105 - 107,https://www.nba.com/assets/logos/teams/primary/web/CHI.svg,https://www.nba.com/assets/logos/teams/primary/web/IND.svg
121,11/2/2018,8:30 PM,American Airlines Center,Dallas Mavericks,New York Knicks,106,118,106 - 118,https://www.nba.com/assets/logos/teams/primary/web/DAL.svg,https://www.nba.com/assets/logos/teams/primary/web/NYK.svg
122,11/2/2018,9:00 PM,Vivint Smart Home Arena,Utah Jazz,Memphis Grizzlies,100,110,100 - 110,https://www.nba.com/assets/logos/teams/primary/web/UTA.svg,https://www.nba.com/assets/logos/teams/primary/web/MEM.svg
